0,1,2,3,4,5,6,7,8,9,10,11,Action
-9.068397e-06,-4.199928e-06,1.4094492e-06,-1.2247347e-06,1.0347622e-08,6.894301e-08,-4.8641873e-06,-3.0418203e-06,-8.5710883e-07,1.1768587e-06,1.097787e-06,1.2813283e-05,0
-1.1586314e-05,-4.0321374e-06,4.017638e-07,1.1810412e-07,1.3937628e-06,1.579714e-06,-3.3535105e-06,-2.3705902e-06,-3.262411e-06,2.0172663e-06,1.4332967e-06,1.230953e-05,0
-1.225789e-05,-6.3820853e-06,7.3687204e-07,7.895469e-07,3.8772264e-06,2.4190892e-06,-5.031967e-06,-1.5315109e-06,-2.9324071e-06,-4.9931026e-07,4.2601457e-07,9.959436e-06,0
-8.0618365e-06,-8.564184e-06,2.2469246e-06,-3.853533e-07,5.685867e-06,2.0835178e-06,-7.88537e-06,-3.7137174e-06,-1.3604517e-06,-2.5123386e-06,-4.1342037e-07,5.9308495e-06,0
6.0373213e-06,-5.3751082e-06,2.7498813e-06,-1.0567065e-06,6.527478e-06,1.0765526e-06,-7.717486e-06,-2.8746374e-06,-7.443941e-07,-3.5182713e-06,7.613369e-07,2.5736608e-06,0
1.9632933e-05,1.8423492e-06,1.7421945e-06,-8.888107e-07,6.0350376e-06,7.409836e-07,-4.8640136e-06,2.4963724e-06,1.2639417e-06,-3.6849572e-06,2.1039434e-06,-2.1263209e-06,0
2.3828985e-05,5.1992743e-06,1.909452e-06,-7.209169e-07,5.9378885e-06,2.5874538e-06,-1.6748431e-06,7.0281358e-06,1.8288877e-06,-6.6250726e-07,3.110851e-06,-5.4835077e-06,0
1.5436346e-05,3.3528734e-06,3.0838048e-06,2.8622193e-07,5.089821e-06,3.5946784e-06,1.5143272e-06,6.8601216e-06,-1.4155156e-06,2.6956418e-06,2.1035687e-06,-6.4908036e-06,0
3.1831746e-06,-5.077188e-07,3.0832125e-06,6.2196574e-07,3.895597e-06,3.4269592e-06,3.0250037e-06,4.5100683e-06,-3.7714174e-06,4.7109975e-06,-7.865824e-08,-6.155305e-06,0
-3.1952732e-06,-2.1862725e-06,2.9147704e-06,4.5416058e-07,3.4912532e-06,1.9164452e-06,3.3944895e-07,1.4582346e-07,-5.220578e-06,4.208615e-06,-1.2537901e-06,-5.819805e-06,0
-3.0275996e-06,-4.2932164e-09,2.7463282e-06,7.899054e-07,2.7535652e-06,-1.1047096e-06,-3.3531999e-06,-2.5399283e-06,-5.6114704e-06,3.4924784e-07,-5.825807e-07,-4.812908e-06,0
-1.8528318e-06,1.3384397e-06,2.242187e-06,9.577993e-07,1.8032838e-06,-3.28662e-06,-2.6817656e-06,-3.5471878e-06,-2.2606596e-06,-3.0065712e-06,7.600279e-07,-2.2953666e-06,0
-2.8601019e-06,-1.7226466e-07,-2.7614539e-07,2.132788e-06,1.9162126e-06,-3.9578854e-06,-3.3184463e-07,-4.218748e-06,1.1578949e-06,-3.5089522e-06,1.2633886e-06,-1.7920156e-06,0
-4.203073e-06,-1.0115733e-06,-7.802871e-07,1.629286e-06,2.86935e-06,-3.4542072e-06,6.752834e-07,-5.5617047e-06,2.445567e-06,-1.9971421e-06,-7.959046e-08,-2.967155e-06,0
-4.2032484e-06,4.990078e-07,2.2621384e-07,-4.916211e-08,2.9054347e-06,-2.44698e-06,-4.996257e-07,-4.386923e-06,2.9427817e-06,-1.6602763e-06,8.807366e-08,-2.7995004e-06,0
-2.5249306e-06,6.667947e-07,5.776974e-08,-2.0633072e-06,2.4180324e-06,-2.6146975e-06,-1.0031399e-06,-3.0442916e-06,2.6687387e-06,-3.5054504e-06,1.934229e-06,-1.4568997e-06,0
-8.4661366e-07,8.345812e-07,-2.785239e-07,-3.0703593e-06,2.608162e-06,-3.9573597e-06,-4.995581e-07,-1.7016591e-06,4.316479e-07,-3.8399803e-06,2.1018925e-06,8.9279683e-07,0
8.317045e-07,1.1702185e-06,2.2442842e-07,-2.3989155e-06,4.639968e-06,-5.1321736e-06,-1.3387704e-06,9.837671e-07,-1.9247327e-06,-2.1603196e-06,2.5536613e-07,1.8997004e-06,0
2.1743228e-06,1.1701555e-06,3.9168182e-07,4.5456446e-07,5.165565e-06,-5.132041e-06,-2.6815287e-06,1.9907009e-06,-1.1915946e-06,-3.3340948e-06,-1.423312e-06,3.8886768e-07,0
1.6706005e-06,2.1771864e-06,1.2303318e-06,2.6366504e-06,4.363672e-06,-2.9498688e-06,-4.5278393e-06,4.7989687e-07,5.99769e-07,-5.179267e-06,-2.262744e-06,-6.18417e-07,0
4.9548225e-07,2.8485208e-06,3.076077e-06,1.6296003e-06,3.455932e-06,-7.6769504e-07,-4.5278057e-06,1.4403821e-07,-4.1397698e-07,-5.1780976e-06,-3.4378716e-06,1.2277352e-06,0
4.953083e-07,4.9856715e-07,3.746877e-06,7.903992e-07,3.080328e-06,-4.31863e-07,-3.3528283e-06,-5.275192e-07,-3.0377375e-06,-3.8341327e-06,-3.6059062e-06,2.4024914e-06,0
-1.0155084e-06,-1.3478389e-06,3.074883e-06,-4.8802846e-08,1.9681192e-06,-9.3527774e-07,-2.8492482e-06,-1.7026234e-06,-3.5961923e-06,-1.8187714e-06,-1.4240507e-06,2.2344555e-06,0
-2.5263248e-06,-5.0865515e-07,3.0742856e-06,2.869401e-07,5.326304e-07,-7.672952e-07,-1.6742679e-06,-2.542029e-06,-2.0923594e-06,2.8741487e-08,-1.0885368e-06,3.5770636e-06,0
-4.204991e-06,3.305253e-07,3.2415367e-06,1.6297801e-06,-1.0294176e-06,2.3993357e-07,3.3995428e-07,-1.8707915e-06,6.5514257e-07,7.013101e-07,-1.4244188e-06,5.5910687e-06,0
-5.044411e-06,1.6732545e-06,2.4016924e-06,1.965523e-06,-1.7035082e-06,7.4361657e-07,8.435384e-07,-6.960055e-07,2.2787997e-06,-1.1438595e-06,-2.4316985e-06,7.1015284e-06,0
-5.212433e-06,2.3445855e-06,1.5618477e-06,1.62987e-06,-2.0829214e-06,-9.3474216e-07,-6.670736e-07,-1.7032592e-06,1.7682821e-06,-3.156878e-06,-3.271127e-06,6.4299493e-06,0
-4.7090566e-06,1.001728e-06,2.2326458e-06,9.58518e-07,-2.0007412e-06,-2.9487996e-06,-2.3455316e-06,-3.5497592e-06,-3.5175674e-07,-3.9949514e-06,-2.0963676e-06,5.926219e-06,0
-2.8628867e-06,-5.4335603e-09,2.399896e-06,1.2942619e-06,-2.800346e-06,-2.9486648e-06,-2.3454988e-06,-2.8785198e-06,7.6842343e-07,-3.4902303e-06,-9.216058e-07,6.4295855e-06,0
3.2607625e-07,4.9804754e-07,1.0565025e-06,6.229089e-07,-3.3376666e-06,-2.1092828e-06,-2.009768e-06,-1.9308985e-07,2.439787e-06,-2.481961e-06,-2.264583e-06,6.932952e-06,0
2.3400944e-06,2.6800224e-06,3.8450565e-07,-1.3912371e-06,-2.535912e-06,-4.3065464e-07,-1.8418864e-06,4.7815035e-07,1.3269301e-06,-1.1379931e-06,-1.2576696e-06,5.2542796e-06,0
3.5148678e-06,4.861996e-06,2.1605628e-07,-3.0696851e-06,-2.198044e-06,-4.3051915e-07,-1.1704577e-06,6.458428e-07,9.7292066e-08,-1.3046679e-06,1.0920367e-06,2.5685142e-06,0
4.0182445e-06,4.1905314e-06,-7.916396e-07,-2.0625432e-06,-2.522642e-06,-5.982324e-07,-1.3382742e-06,2.3241796e-06,1.6006474e-06,-2.142739e-06,1.5954032e-06,1.8969387e-06,0
2.8431284e-06,1.0013305e-06,-9.600898e-07,-4.830815e-08,-3.7950158e-06,-7.659464e-07,-2.0096377e-06,1.9883246e-06,3.6770123e-06,-1.9737145e-06,1.259521e-06,1.896762e-06,0
2.8429574e-06,-6.7722976e-07,-1.2963893e-06,6.231339e-07,-4.8103393e-06,-1.4372082e-06,-1.6739074e-06,-1.9387129e-07,2.4474461e-06,-1.1332926e-06,1.2593389e-06,5.0245237e-08,0
3.849883e-06,-6.7729724e-07,-7.9344306e-07,-8.874631e-07,-5.6688336e-06,-2.4441656e-06,-4.9893106e-07,-1.5368199e-06,-7.491368e-07,-1.2999658e-06,7.556101e-07,-9.570246e-07,0
4.5211095e-06,3.2973006e-07,4.5201226e-08,-1.0552691e-06,-5.067169e-06,-3.451125e-06,1.724972e-07,-2.5440702e-06,-1.6939714e-06,-7.952413e-07,-5.873666e-07,-4.5365042e-07,0
6.3672805e-06,6.6536006e-07,3.8029762e-07,-3.8382606e-07,-3.453954e-06,-3.954535e-06,-3.3101765e-07,-1.8728279e-06,-4.0572755e-07,2.1303092e-07,4.195489e-07,3.8542265e-07,0
7.542055e-06,4.974428e-07,2.393886e-06,-4.8083034e-08,-3.2286946e-06,-4.4579456e-06,-1.0023825e-06,-1.3694344e-06,7.6161007e-07,7.1775605e-07,1.9300105e-06,-4.5399534e-07,0
6.366941e-06,1.0009232e-06,4.575323e-06,-2.15887e-07,-3.285445e-06,-4.122109e-06,4.744432e-09,-1.2017391e-06,-1.5287384e-08,5.5108444e-07,2.0976786e-06,-2.4683575e-06,0
5.5275254e-06,6.651545e-07,3.0640772e-06,1.6305e-06,-3.8420712e-06,-1.1006856e-06,6.7617236e-07,-1.8732893e-06,4.337791e-07,-4.5483284e-07,1.2582507e-06,-2.4685276e-06,0
4.520261e-06,-1.0134065e-06,3.7788593e-07,3.980434e-06,-5.1473726e-06,2.2564352e-06,-1.6736828e-06,-2.209141e-06,1.0974106e-06,8.891396e-07,2.5097592e-07,-1.1259037e-06,0
3.177297e-06,-1.5170239e-06,4.158368e-08,6.3303683e-06,-5.1333864e-06,2.0887246e-06,-3.184296e-06,-1.7057456e-06,-3.507955e-07,3.7437555e-06,-8.4903576e-08,-2.468865e-06,0
1.8343353e-06,-1.5170934e-06,2.0551706e-06,7.5053586e-06,-4.6072996e-06,-4.2887405e-07,-1.8414684e-06,9.796898e-07,-3.2586436e-06,5.255578e-06,8.2766114e-08,-3.979676e-06,0
2.3377138e-06,-2.6921073e-06,3.7330585e-06,7.673253e-06,-3.7483449e-06,-2.6088637e-07,-3.307947e-07,1.6509339e-06,-4.2736633e-06,4.081813e-06,1.761078e-06,-6.8332793e-06,0
2.1696967e-06,-3.1957254e-06,5.075248e-06,8.176845e-06,-2.888981e-06,1.0820465e-06,-6.664612e-07,4.758381e-07,-3.0361948e-06,3.5794453e-06,1.760898e-06,-1.1533223e-05,0
1.5533759e-07,-2.6922478e-06,4.0675473e-06,7.673343e-06,-1.509388e-06,9.1433674e-07,4.966288e-09,-2.209901e-06,-1.4120437e-06,3.916324e-06,2.5007537e-07,-1.5561769e-05,0
-1.1876232e-06,-2.0209213e-06,1.5492035e-06,4.4842527e-06,-2.2469492e-06,9.144761e-07,-3.3070032e-07,-4.72779e-06,-2.4518175e-07,3.5818066e-06,-5.8935217e-07,-1.841537e-05,0
-2.3627358e-06,-3.424992e-07,7.093517e-07,-4.763239e-08,-3.7987563e-06,7.536878e-08,-2.344858e-06,-7.2456796e-06,-1.4721308e-08,2.9115906e-06,-1.7644745e-06,-1.8415532e-05,0
-4.209245e-06,-6.8723534e-09,1.3801427e-06,-1.7260793e-06,-4.4085914e-06,-2.4422293e-06,-2.3448267e-06,-8.252925e-06,-6.8991156e-08,1.0664306e-06,-1.5968046e-06,-1.5226559e-05,0
-3.034467e-06,-1.5175877e-06,1.2116873e-06,-3.832402e-07,-5.170673e-06,-4.7919802e-06,1.0121894e-06,-6.071035e-06,1.2655589e-06,1.2354618e-06,1.2564525e-06,-1.1198338e-05,0
-8.5259387e-07,-3.6996985e-06,2.0398531e-07,9.595989e-07,-4.3832883e-06,-4.623989e-06,4.0335035e-06,-2.7141996e-06,2.1675055e-06,2.9151365e-06,3.2704659e-06,-1.0527101e-05,0
-5.170624e-07,-4.2033184e-06,1.0426246e-06,7.91795e-07,-2.7088035e-06,-1.7704122e-06,3.1942893e-06,-8.680068e-07,1.4419084e-06,2.7484698e-06,2.7667381e-06,-1.3548546e-05,0
-1.5243247e-06,-4.7069384e-06,1.5455652e-06,2.1346332e-06,-4.261865e-06,5.796177e-07,5.087313e-07,-2.5466481e-06,5.9425963e-07,2.5818035e-06,9.202189e-07,-1.5562895e-05,0
-3.5386818e-06,-5.546257e-06,3.7001303e-07,4.4845683e-06,-4.850991e-06,1.5868548e-06,-1.1697289e-06,-3.0503445e-06,1.6641425e-06,1.2401931e-06,-5.9060324e-07,-1.4891655e-05,0
-3.5388475e-06,-2.0214957e-06,-9.733886e-07,4.9881614e-06,-3.301621e-06,1.2512982e-06,5.0879294e-07,-8.68452e-07,3.120655e-06,-1.9477586e-06,-8.7232166e-08,-1.5563208e-05,0
-2.5319162e-06,1.3354163e-06,-3.323886e-06,3.6454114e-06,-2.1599328e-06,1.0835907e-06,3.5301107e-06,3.063446e-07,3.7834902e-06,-3.792916e-06,8.04401e-08,-1.9423896e-05,0
-1.8606855e-06,-7.450974e-09,-3.828042e-06,1.6312666e-06,-2.3651355e-06,2.0908265e-06,3.1944433e-06,-1.2044461e-06,2.3357236e-06,-2.4489377e-06,-9.2683445e-07,-2.2445336e-05,0
-3.5020767e-07,-1.3503195e-06,-3.9965003e-06,6.242158e-07,-1.8595853e-06,1.2517236e-06,1.6838318e-06,-1.5402912e-06,-2.3607578e-07,-1.6085066e-06,-1.5984077e-06,-2.2949038e-05,0
3.1744614e-06,-1.5182422e-06,-2.9900134e-06,-5.506831e-07,-6.7349396e-07,-7.623251e-07,1.5160132e-06,4.737528e-07,-1.2518924e-06,-3.2858138e-06,-5.914909e-07,-2.4291983e-05,0
5.1884876e-06,-3.433703e-07,-9.76432e-07,-5.5063794e-07,6.79851e-08,-9.0785534e-08,1.6838926e-06,3.8305916e-06,3.2171474e-07,-4.291724e-06,1.7582232e-06,-3.1173953e-05,0
2.8384345e-06,9.993495e-07,3.6575224e-07,9.600502e-07,2.2818169e-07,2.7627952e-06,3.4112685e-07,3.1590487e-06,1.9462157e-06,-2.444196e-06,3.7722375e-06,-4.1748604e-05,0
8.2408036e-07,1.3349729e-06,2.9443848e-08,2.3028892e-06,2.0902836e-07,3.6021834e-06,1.516104e-06,9.768632e-07,2.1051849e-06,5.782762e-07,2.429266e-06,-5.2155407e-05,0
1.8310114e-06,1.670596e-06,-6.4256335e-07,2.3029345e-06,1.984533e-06,1.7559845e-06,2.6910773e-06,-5.339253e-07,4.8974624e-07,2.5936536e-06,7.505976e-07,-4.712008e-05,0
5.019983e-06,1.670521e-06,-1.3145706e-06,2.9743755e-06,4.2701126e-06,-9.021294e-08,2.0197112e-06,-8.697682e-07,1.0012489e-07,1.0841975e-06,1.7575175e-06,-1.0361244e-05,0
8.544654e-06,2.0061436e-06,-1.3151814e-06,3.981517e-06,5.8387955e-06,-7.614662e-07,1.5161943e-06,-1.5413098e-06,2.1052765e-06,-1.600203e-06,2.9322846e-06,3.2104468e-05,0
8.880189e-06,2.845315e-06,-1.9871893e-06,4.652959e-06,4.9409973e-06,-7.613222e-07,3.0268661e-06,-5.3435855e-07,2.000569e-06,-2.77396e-06,2.7642598e-06,4.4357315e-05,0
7.872931e-06,1.8381432e-06,-1.8199518e-06,3.6459082e-06,3.8816556e-06,-7.61178e-07,3.362594e-06,1.1439902e-06,-1.2424199e-06,-2.1013752e-06,2.0926884e-06,2.6733e-05,0
6.529974e-06,6.631221e-07,-1.8205634e-06,2.8067072e-06,3.920552e-06,-8.963653e-08,2.1876797e-06,1.1438468e-06,-1.5873169e-06,-2.435885e-06,5.8187004e-07,-5.829895e-06,0
5.1870175e-06,1.3344437e-06,-2.4925723e-06,4.4852454e-06,2.7574868e-06,2.4620616e-07,4.3697514e-06,-1.9909048e-07,6.5795473e-07,-2.4346966e-06,-1.936043e-06,-3.688215e-05,0
8.227762e-07,3.0128601e-06,-3.668129e-06,5.660235e-06,7.660707e-07,-1.7678399e-06,7.558913e-06,-1.5420264e-06,1.1077173e-06,-1.7621107e-06,-5.125354e-06,-5.1485174e-05,0
-3.5414678e-06,5.866218e-06,-3.8365906e-06,5.492431e-06,1.1642768e-07,-1.7676947e-06,5.3769045e-06,-1.2064706e-06,1.0983601e-06,-2.4323183e-06,-7.643269e-06,-4.980682e-05,0
-2.8702304e-06,8.048183e-06,-2.3265607e-06,4.317532e-06,8.060623e-07,-8.905631e-08,3.3627418e-06,-2.2137078e-06,3.175871e-06,-2.9346768e-06,-7.307743e-06,-3.705042e-05,0
-2.1989958e-06,7.0410097e-06,-6.4868135e-07,2.3033863e-06,8.4232926e-07,4.1463633e-07,4.369869e-06,-1.2067541e-06,5.6398935e-06,-2.4299386e-06,-3.9509346e-06,-1.7580047e-05,0
-2.199157e-06,4.523194e-06,-9.849932e-07,1.6320345e-06,1.6176701e-06,1.5897273e-06,4.7055964e-06,-8.7119605e-07,3.4483373e-06,-7.885923e-08,-2.6083135e-06,3.9045167e-06,0
4.862701e-07,4.019567e-06,-1.8248531e-06,1.6320796e-06,3.4216105e-06,1.5898734e-06,2.0200366e-06,-4.7318695e-06,6.5830926e-07,1.2651254e-06,-3.2798835e-06,2.9921011e-05,0
7.535777e-06,5.026585e-06,-2.496864e-06,9.607279e-07,3.6499098e-06,5.829237e-07,-1.6726173e-06,-8.256844e-06,2.6896257e-07,5.9491936e-07,-1.4337161e-06,6.500137e-05,0
1.2403245e-05,4.5229594e-06,-2.329629e-06,-8.8556794e-07,2.386232e-06,7.509213e-07,-4.8617244e-06,-7.753437e-06,1.0985335e-06,-1.2502311e-06,2.0909445e-06,0.000109313434,0
9.381798e-06,3.2664863e-07,-1.155299e-06,-2.3961657e-06,2.3338853e-06,2.4751913e-07,-5.1973934e-06,-4.900139e-06,1.5493661e-07,4.2945302e-07,4.44066e-06,0.00014355456,0
3.8426138e-06,-5.380304e-06,-1.4881826e-07,-2.2282716e-06,4.510684e-06,5.833642e-07,-1.6725304e-06,-2.0050012e-07,-1.7449847e-06,2.2769866e-06,3.93694e-06,0.00014942912,0
4.854692e-07,-9.073066e-06,-3.1728266e-07,-2.2282263e-06,5.476629e-06,5.835115e-07,2.1880305e-06,4.4991402e-06,-3.60116e-06,1.4389326e-06,3.4332193e-06,0.00013214053,0
9.888578e-07,-9.5766945e-06,-2.8356365e-06,-4.074523e-06,4.2161337e-06,-8.7736964e-08,2.6916061e-06,5.0025487e-06,-2.3626283e-06,1.2722759e-06,4.2722927e-06,0.000112669884,0
9.886986e-07,-7.730432e-06,-3.3397998e-06,-5.081574e-06,3.750465e-06,-1.4303841e-06,3.6987299e-06,2.8203715e-06,2.6944855e-07,1.6091672e-06,5.111366e-06,0.00010058461,0
-1.8640635e-07,-4.5413767e-06,-1.326225e-06,-4.5779816e-06,2.7106519e-06,-2.6051791e-06,5.3772524e-06,3.1559316e-06,1.0987014e-06,6.0326494e-07,5.446892e-06,8.782793e-05,0
-3.5441403e-07,-2.023718e-06,1.0230481e-06,-4.0743876e-06,6.591687e-07,-2.77288e-06,4.7058847e-06,4.498588e-06,9.945301e-07,-1.745431e-06,5.44672e-06,6.852514e-05,0
9.882225e-07,-1.0167037e-06,2.5330746e-06,-3.0672481e-06,-3.4606174e-07,-2.1013354e-06,3.5309663e-06,5.169847e-06,7.732375e-07,-1.4085385e-06,5.11085e-06,3.8815702e-05,0
8.2021535e-07,-6.810854e-07,2.7003073e-06,-8.8516094e-07,1.1758242e-06,-7.5839273e-07,2.3560506e-06,4.4983144e-06,-1.5868048e-06,-1.7430431e-06,4.2714323e-06,2.560139e-06,0
